Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
IT/ CS Full-Time Lecturers (Master Degree or Higher Required),IT/ CS Full-Time Lecturers Master Degree or Higher Required,N/A,Swinburne Vietnam (HCMC),Không yêu cầu năm kinh nghiệm,"A35 Bach Dang Street, Ward 2, Tan Binh District, Ho Chi Minh City","$ 1,000-2,000 /tháng","Phần Cứng Mạng, Khoa Học Máy Tính, IT Administration, Giáo Dục, Công Nghệ Thông Tin",https://www.vietnamworks.com/it-cs-full-time-lecturers-master-degree-or-higher-required-1837799-jv?source=searchResults&searchType=2&placement=1838149&sortBy=date
Chuyên Viên Front End,Chuyên Viên Front End,N/A,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,3 năm kinh nghiệm,"Tầng 16 và 17, Tháp 02 tòa nhà Capital Place, Số 29 Liễu Giai, phường Ngọc Khánh, quận Ba Đình, Hà Nội","$ 500-1,000 /tháng","Front-End, JavaScript, AngularJS, CSS, RestAPI",https://www.vietnamworks.com/chuyen-vien-front-end--1841849-jv?source=searchResults&searchType=2&placement=1841949&sortBy=date
"Chuyên Viên Phụ Trách Ứng Dụng Công Nghệ, Phần Mềm Trong Doanh Nghiệp (Kỹ Sư Phần Mềm, Lập Trình Viên…)","Chuyên Viên Phụ Trách Ứng Dụng Công Nghệ, Phần Mềm Trong Doanh Nghiệp Kỹ Sư Phần Mềm, Lập Trình Viên…",N/A,Công Ty Du Học Du Lịch TMDV Á Âu,3 năm kinh nghiệm,"52 Trần Huy Liệu, P.11, Q. Phú Nhuận, TP.HCM",Thương lượng,"Công Nghệ Thông Tin, Khoa Học Máy Tính, ERP, AI, Giám Sát Hệ Thống",https://www.vietnamworks.com/chuyen-vien-phu-trach-ung-dung-cong-nghe-phan-mem-trong-doanh-nghiep-ky-su-phan-mem-lap-trinh-vien--1842799-jv?source=searchResults&searchType=2&placement=1843099&sortBy=date
[Canon Tiên Sơn] Nhân Viên IT,Canon Tiên Sơn Nhân Viên IT,N/A,Công Ty TNHH Canon Việt Nam,Không yêu cầu năm kinh nghiệm,"Lô A1, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội",Thương lượng,"IT Phần Mềm, Công Nghệ Thông Tin, Điện Tử Viễn Thông, Khoa Học Máy Tính",https://www.vietnamworks.com/canon-tien-son-nhan-vien-it--1843389-jv?source=searchResults&searchType=2&placement=1843939&sortBy=date
Senior Full Stack Java Developer,Senior Full Stack Java Developer,['Senior'],Arctx Solution LLC,Không yêu cầu năm kinh nghiệm,"F7th, B tower of Epic building, Lane 19 Duy Tan, Cau Giay, Ha Noi",Thương lượng,"ReactJS, Java, Full Stack Development, JavaScript",https://www.vietnamworks.com/senior-full-stack-java-developer--1839937-jv?source=searchResults&searchType=2&placement=1840437&sortBy=date
"Chuyên Gia Quản Lý Rủi Ro An Ninh Thông Tin Cấp 2, Phòng Quản Trị Rủi Ro Hoạt Động, Khối Quản Trị Rủi Ro","Chuyên Gia Quản Lý Rủi Ro An Ninh Thông Tin Cấp 2, Phòng Quản Trị Rủi Ro Hoạt Động, Khối Quản Trị Rủi Ro",N/A,Ngân Hàng TMCP Đại Chúng Việt Nam,4 năm kinh nghiệm,Số 22 Ngô Quyền - Hà Nội - Việt Nam,"$ 1,000-2,000 /tháng","IT Security, Quản Trị Rủi Ro Thông Tin, An Ninh Dữ Liệu, Bảo Mật Dữ Liệu, An Ninh Thông Tin",https://www.vietnamworks.com/chuyen-gia-quan-ly-rui-ro-an-ninh-thong-tin-cap-2-phong-quan-tri-rui-ro-hoat-dong-khoi-quan-tri-rui-ro--1839399-jv?source=searchResults&searchType=2&placement=1839549&sortBy=date
Senior IT Supervisor,Senior IT Supervisor,['Senior'],Minthacare Vietnam,2 năm kinh nghiệm,"5th Floor, 119-121 Ung Van Khiem, Ward 25, Binh Thanh District",Thương lượng,"Computer Science, ERP, IT Infrastructure Operations, SOP Development, IT Service Management",https://www.vietnamworks.com/senior-it-supervisor-1839857-jv?source=searchResults&searchType=2&placement=1840007&sortBy=date
Trưởng Nhóm Phát Triển,Trưởng Nhóm Phát Triển,N/A,Taixin Printing VINA,5 năm kinh nghiệm,"Số 6, đường TS3, KCN Tiên Sơn, Xã Hoàn Sơn, Tiên Du, Bắc Ninh",100-500 ₫/tháng,"MS SQL, DevExpress, C#",https://www.vietnamworks.com/truong-nhom-phat-trien-1839858-jv?source=searchResults&searchType=2&placement=1840258&sortBy=date
Senior Business Analyst,Senior Business Analyst,['Senior'],Endava Việt Nam,8 năm kinh nghiệm,"No. 9 – 11 Dong Da street, ward 2, Tan Binh district, Ho Chi Minh city",Thương lượng,"Agile, Business Analysis, Data Analysis, Scrum, Leadership",https://www.vietnamworks.com/senior-business-analyst--1841457-jv?source=searchResults&searchType=2&placement=1842107&sortBy=date
[HCM 84] Kỹ Sư Thiết Kế Mạch điện,HCM 84 Kỹ Sư Thiết Kế Mạch điện,N/A,Công Ty TNHH R Techno Việt Nam,1 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM",Từ 30tr ₫/tháng,"Bắt Mạch, Thiết Kế Mạch Orcad, Thiết Kế Mạch Điện, Tiếng Nhật, Tư Vấn Giải Pháp Điện Tử",https://www.vietnamworks.com/hcm-84-ky-su-thiet-ke-mach-djien-1838724-jv?source=searchResults&searchType=2&placement=1839374&sortBy=date
Test Leader,Test Leader,N/A,Bosch Global Software Technologies Company Limited,10 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Automation Testing, Leadership Skills, Penetration Testing, testing large-scale platforms, defect analysis",https://www.vietnamworks.com/test-leader-1836949-jv?source=searchResults&searchType=2&placement=1837399&sortBy=date
Full Stack Engineer (Fintech/ Startup/ HCM),Full Stack Engineer Fintech/ Startup/ HCM,N/A,"Net Protections Vietnam Co., Ltd.",3 năm kinh nghiệm,"87A Ham Nghi, Nguyen Thai Binh ward, District 1, Ho Chi Minh City, Vietnam","$ 1,000-3,000 /tháng","Agile Software Development, Communication Skills, Problem-solving, Project Management, Web Service",https://www.vietnamworks.com/full-stack-engineer-fintech-startup-hcm-1823108-jv?source=searchResults&searchType=2&placement=1823608&sortBy=date
Internship IT,Internship IT,N/A,Lotus Soft,Không yêu cầu năm kinh nghiệm,"Level 6, Thuy Loi Building, 286-288 Nguyen Xi St, Ward 13, Binh Thanh Dist, HCM City",Thương lượng,"Java, Helpdesk, C#, AngularJS, .NET",https://www.vietnamworks.com/internship-it-1746040-jv?source=searchResults&searchType=2&placement=1746490&sortBy=date
Senior Backend Developer,Senior Backend Developer,['Senior'],Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Không yêu cầu năm kinh nghiệm,"Lầu 3, 180-192 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP.HCM",Thương lượng,"Data Structure, Back End Developer, OOP (Object Oriented Programming), Java, NodeJS",https://www.vietnamworks.com/senior-backend-developer-1842791-jv?source=searchResults&searchType=2&placement=1842891&sortBy=date
Experienced Automation Tester,Experienced Automation Tester,N/A,Capgemini Vietnam,3 năm kinh nghiệm,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"Java, Python, Appium Framework, Automation Testing, Test Cases",https://www.vietnamworks.com/experienced-automation-tester--1843123-jv?source=searchResults&searchType=2&placement=1843173&sortBy=date
DevOps Engineer,DevOps Engineer,N/A,FPT Software,Không yêu cầu năm kinh nghiệm,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",Thương lượng,"Computer Science, DevOps, AWS, CI/CD, Docker",https://www.vietnamworks.com/devops-engineer--1835902-jv?source=searchResults&searchType=2&placement=1836152&sortBy=date
IT Infrastructure Supervisor,IT Infrastructure Supervisor,N/A,Toyota Financial Services Vietnam,3 năm kinh nghiệm,"Unit 04 – 05, 12th Floor, Saigon Centre Tower 2 (No 67, Le Loi Street, Ben Nghe Ward, Dist 1, HCMC).",Thương lượng,"Palo Alto, DLP, PAM solution, Microsoft Solution, Commvault Backup",https://www.vietnamworks.com/it-infrastructure-supervisor--1842712-jv?source=searchResults&searchType=2&placement=1842962&sortBy=date
Security Red Team Expert ( Banking / Finance / Securities ),Security Red Team Expert Banking / Finance / Securities,N/A,GTV Vietnam,5 năm kinh nghiệm,N/A,Thương lượng,"Security, AWS, Microservice, English, Docker",https://www.vietnamworks.com/security-red-team-expert-banking-finance-securities--1842370-jv?source=searchResults&searchType=2&placement=1842670&sortBy=date
Chuyên Viên An Ninh Thông Tin – Vận Hành (Information Security - Operation),Chuyên Viên An Ninh Thông Tin – Vận Hành Information Security - Operation,N/A,Công Ty Cổ Phần Chứng Khoán SSI,2 năm kinh nghiệm,1C Ngô Quyền - Hoàn Kiếm - Hà Nội,Thương lượng,"Chứng Khoán, An Toàn Thông Tin, IPS, Risk Management, Security Operations",https://www.vietnamworks.com/chuyen-vien-an-ninh-thong-tin-van-hanh-information-security-operation-1842113-jv?source=searchResults&searchType=2&placement=1842513&sortBy=date
Data Testing Engineer,Data Testing Engineer,N/A,Công Ty TNHH Xsunt,2 năm kinh nghiệm,"Phòng 907 tòa nhà Miss Áo Dài, 21 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam","$ 1,000-1,200 /tháng","Data Processing, English, Databases, Test Case Writing, SQL Database",https://www.vietnamworks.com/data-testing-engineer-1842381-jv?source=searchResults&searchType=2&placement=1842981&sortBy=date
Software Testing Specialist,Software Testing Specialist,N/A,Mind Stream Solution,2 năm kinh nghiệm,N/A,14tr-17tr ₫/tháng,"English communication, QA Software",https://www.vietnamworks.com/software-testing-specialist-1836136-jv?source=searchResults&searchType=2&placement=1836736&sortBy=date
Nhân Viên Quản Trị Hệ Thống Mạng Cấp 2-3 (Lương Từ 10-15 Triệu),Nhân Viên Quản Trị Hệ Thống Mạng Cấp 2-3 Lương Từ 10-15 Triệu,N/A,"Công Ty TNHH Công Nghệ Mạng Nhỏ (Smallnet Technologies., Ltd)",2 năm kinh nghiệm,"Phòng 1611, Tòa nhà 18T1, Lê Văn Lương, Quận Thanh Xuân, Hà Nội",10tr-15tr ₫/tháng,"Cài Đặt Hệ Thống, Khắc Phục Lỗi Phần Mềm, Kỹ năng giao tiếp, Quản Trị Hệ Thống Mạng",https://www.vietnamworks.com/nhan-vien-quan-tri-he-thong-mang-cap-2-3-luong-tu-10-15-trieu-1836192-jv?source=searchResults&searchType=2&placement=1836692&sortBy=date
Assistant Manager - IT Security & Risk Management Team Lead - IT Department,Assistant Manager - IT Security & Risk Management Team Lead - IT Department,N/A,"Mizuho Bank, Ltd.",8 năm kinh nghiệm,"4th Floor, 63 LTT Building, 63 Ly Thai To Street, Hanoi",Thương lượng,"Communication, Cybersecurity, IT Risk Management, IT Security, Leadership",https://www.vietnamworks.com/assistant-manager-it-security-and-risk-management-team-lead-it-department-1841734-jv?source=searchResults&searchType=2&placement=1842384&sortBy=date
Data Analyst and Project Assistant,Data Analyst and Project Assistant,N/A,Bosch Global Software Technologies Company Limited,Không yêu cầu năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Data analysis, Excel, SQL, Data Visualization",https://www.vietnamworks.com/data-analyst-and-project-assistant-1841116-jv?source=searchResults&searchType=2&placement=1841516&sortBy=date
Nhân Viên R&D (Lương 10-15 Triệu/tháng),Nhân Viên R&D Lương 10-15 Triệu/tháng,N/A,Công Ty Cổ Phần Công Nghiệp Và Thương Mại HTV Việt Nam,1 năm kinh nghiệm,"Tập thể Bông vải sợi, Thôn lai Xá, Xã Kim Chung, Huyện Hoài Đức, TP Hà Nội ( cách Trường ĐH Thành Đô 500m)",10tr-15tr ₫/tháng,"C++, Python, Nghiên Cứu Sản Phẩm, Cơ Điện Tử, Lập Trình Nhúng",https://www.vietnamworks.com/nhan-vien-r-d-luong-10-15-trieu-thang-1835783-jv?source=searchResults&searchType=2&placement=1836033&sortBy=date
SAP Senior Consultant - ABAP,SAP Senior Consultant - ABAP,['Senior'],Deloitte Consulting SEA,Không yêu cầu năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",https://www.vietnamworks.com/sap-senior-consultant-abap--1841999-jv?source=searchResults&searchType=2&placement=1841999&sortBy=date
Data Analyst,Data Analyst,N/A,"Samsung Electronics Vietnam Thai Nguyen Co., Ltd",Không yêu cầu năm kinh nghiệm,"Yen Binh Industrial Zone, Dong Tien Ward, Pho Yen City, Thai Nguyen Province",Thương lượng,"Data Analysis, Data Management, Data Analytics, Information Technology, Data Science",https://www.vietnamworks.com/data-analyst--1842776-jv?source=searchResults&searchType=2&placement=1843026&sortBy=date
Digital Project Manager,Digital Project Manager,N/A,Shinhan Vietnam Finance Company Limited,8 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Project Management, Digital Banking, Mobile App, product owner, Team Management",https://www.vietnamworks.com/digital-project-manager--1840334-jv?source=searchResults&searchType=2&placement=1840834&sortBy=date
Microsoft Dynamics AX Software Engineer,Microsoft Dynamics AX Software Engineer,N/A,ILA Vietnam,2 năm kinh nghiệm,"The Crest Residence, 15 Tran Bach Dang, Thu Thiem ward, Thu Duc city",Thương lượng,"API Integration, ASP.NET, MS SQL, PHP, Problem Solving",https://www.vietnamworks.com/microsoft-dynamics-ax-software-engineer-1838070-jv?source=searchResults&searchType=2&placement=1838370&sortBy=date
Nhân Viên Tiếng Nhật (Cơ Hội Onsite Nhật Bản),Nhân Viên Tiếng Nhật Cơ Hội Onsite Nhật Bản,N/A,FPT Software,Không yêu cầu năm kinh nghiệm,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",Thương lượng,"IT Support, Data Processing, Data Modeling, Japanese",https://www.vietnamworks.com/nhan-vien-tieng-nhat-co-hoi-onsite-nhat-ban-1840032-jv?source=searchResults&searchType=2&placement=1840132&sortBy=date
[HCM] Python Developer,HCM Python Developer,N/A,Navigos Search,2 năm kinh nghiệm,HCMC,Thương lượng,"AWS EKS, Docker, Docker, Docker, FastAPI, FastAPI, Python, Streamlit, Streamlit",https://www.vietnamworks.com/hcm-python-developer-1843986-jv?source=searchResults&searchType=2&placement=1844436&sortBy=date
Embedded Software Developer,Embedded Software Developer,N/A,Navigos Search's Client,Không yêu cầu năm kinh nghiệm,Hanoi,"$ 1,000-2,000 /tháng","Linux, Embedded Software, Embedded, C++, Automotive",https://www.vietnamworks.com/embedded-software-developer--1842521-jv?source=searchResults&searchType=2&placement=1843121&sortBy=date
Cloud Solution Architect (Azure),Cloud Solution Architect Azure,N/A,FPT Software,5 năm kinh nghiệm,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",Thương lượng,"Azure Cloud, SaaS, Azure Devops, Kubernetes, CI/CD",https://www.vietnamworks.com/cloud-solution-architect-azure-1844277-jv?source=searchResults&searchType=2&placement=1844427&sortBy=date
Chuyên Viên Phân Tích Nghiệp Vụ Sản Phẩm ( Business Analyst ),Chuyên Viên Phân Tích Nghiệp Vụ Sản Phẩm Business Analyst,N/A,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",1 năm kinh nghiệm,"Tòa nhà Mitalab 76 Giảng Võ, Đống Đa, Hà Nội.",Thương lượng,"Phân tích dữ liệu, Phân tích nghiệp vụ, Business analysis",https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-san-pham-business-analyst-1837163-jv?source=searchResults&searchType=2&placement=1837313&sortBy=date
Chuyên Viên Hệ Thống Phần Mềm Nhân Sự,Chuyên Viên Hệ Thống Phần Mềm Nhân Sự,N/A,Công Ty CP Dây Cáp Điện Việt Nam - CADIVI,3 năm kinh nghiệm,"CADIVI Tower, 70-72 Nam Kỳ Khởi Nghĩa, P. Nguyễn Thái Bình, Q. 1, TP. Hồ Chí Minh",Thương lượng,"Bảo Trì, Công nghệ thông tin, Phần Mềm Nhân Sự, Quản Trị Nhân Lực, Vận Hành Hệ Thống",https://www.vietnamworks.com/chuyen-vien-he-thong-phan-mem-nhan-su-1839801-jv?source=searchResults&searchType=2&placement=1840201&sortBy=date
System Support Team Head,System Support Team Head,N/A,Shinhan Vietnam Finance Company Limited,5 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"System Support, Application Support, PL/SQL, Credit Card System",https://www.vietnamworks.com/system-support-team-head-1836834-jv?source=searchResults&searchType=2&placement=1837334&sortBy=date
Software Test Engineer,Software Test Engineer,N/A,CÔNG TY TNHH QORVO VIỆT NAM,4 năm kinh nghiệm,"5th Floor, CIC Tower - 219 Trung Kinh Street, Cau Giay District, Hanoi",Thương lượng,"Agile Development, Software Testing, Test Automation Tools, Agile Scrum, Test Planning",https://www.vietnamworks.com/software-test-engineer-1835835-jv?source=searchResults&searchType=2&placement=1835885&sortBy=date
Business Analyst,Business Analyst,N/A,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Không yêu cầu năm kinh nghiệm,"Tầng 6 - Zodiac, 19 Duy Tân, Cầu Giấy, Hà Nội",Thương lượng,"Business Analysis, SQL, product owner, Cơ Sở Dữ Liệu, Lập Trình",https://www.vietnamworks.com/business-analyst--1842166-jv?source=searchResults&searchType=2&placement=1842816&sortBy=date
Application Engineer,Application Engineer,N/A,Ascendas Systems Co. Ltd,3 năm kinh nghiệm,"6th Floor, Sannam Building , 78 Duy Tan Street, Dich Von Hau Ward, Cau Giay District, Hanoi , Vietnam",Thương lượng,"MATLAB, Simulink, Python, Software Development, Engineering",https://www.vietnamworks.com/application-engineer-84--1837046-jv?source=searchResults&searchType=2&placement=1837146&sortBy=date
IT Storage Solution Sales,IT Storage Solution Sales,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,2 năm kinh nghiệm,"33F, Keangnam Landmark 72, Nam Tu Liem, Hanoi",Thương lượng,"Cloud Storage, Storage Solution, Cloud Computing, IT Service, Server Management",https://www.vietnamworks.com/it-storage-solution-sales-1844901-jv?source=searchResults&searchType=2&placement=1845001&sortBy=date
Business Applications Analyst,Business Applications Analyst,N/A,The Grand Ho Tram,Không yêu cầu năm kinh nghiệm,"Ho Tram, Phuoc Thuan, Xuyen Moc, Ba Ria Vung Tau",Thương lượng,"IT System Administration, System Analyst, Project Management",https://www.vietnamworks.com/business-applications-analyst--1822631-jv?source=searchResults&searchType=2&placement=1822981&sortBy=date
IT Executive,IT Executive,N/A,Công Ty TNHH Chỉ May American & Efird Việt Nam,2 năm kinh nghiệm,"Lot No. 32-33, Nhon Trach 6 IP, Long Tho commune, Nhon Trach District, Dong Nai Province, Vietnam",Thương lượng,"Computer Network, Manage ERP Software, Oracle SQL, Problem Solving, Lotus Notes System",https://www.vietnamworks.com/it-executive-1837463-jv?source=searchResults&searchType=2&placement=1837863&sortBy=date
Business Analyst (Triển Khai và Phân Tích Hệ Thống),Business Analyst Triển Khai và Phân Tích Hệ Thống,N/A,Công Ty Cổ Phần Thế Giới Công Nghệ Phần Mềm,Không yêu cầu năm kinh nghiệm,"Floor 8, Dai Minh Building, 77 Hoang Van Thai, Tan Phu Ward, Dist. 7, HCMC","$ 500-1,000 /tháng","business analyst, software, IT",https://www.vietnamworks.com/business-analyst-trien-khai-va-phan-tich-he-thong-1838515-jv?source=searchResults&searchType=2&placement=1838815&sortBy=date
Chuyên Viên Chính Quản Lý Ứng Dụng Core Banking,Chuyên Viên Chính Quản Lý Ứng Dụng Core Banking,N/A,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),1 năm kinh nghiệm,"Tầng 24, Tòa tháp văn phòng Mipec, 229 Tây Sơn, Đống Đa, Hà Nội",Thương lượng,"Quản Lý Ứng Dụng, SQL, Cơ Sở Dữ Liệu, Core Banking, Core Banking Development",https://www.vietnamworks.com/chuyen-vien-chinh-quan-ly-ung-dung-core-banking--1839988-jv?source=searchResults&searchType=2&placement=1840488&sortBy=date
Senior Software Engineer (Generative AI),Senior Software Engineer Generative AI,['Senior'],Navigos Group,5 năm kinh nghiệm,"HCM Office: 20th Floor, E Town Central - 11 Doan Van Bo, Ward 13, District 4; Hanoi office: 8th Floor, V Building, 125-127 Ba Trieu St, Hai Ba Trung District","$ 1,200-2,500 /tháng","Collaborative Design, Machine Learning, Python Programming, Generative Ai Proficiency, Technical Expertise In Data-Driven Systems",https://www.vietnamworks.com/senior-software-engineer-generative-ai-1840894-jv?source=searchResults&searchType=2&placement=1840894&sortBy=date
Chuyên Viên Công Nghệ Thông Tin,Chuyên Viên Công Nghệ Thông Tin,N/A,Công Ty Cổ Phần Chứng Khoán Everest,1 năm kinh nghiệm,"Tầng 3, 6, 9 - Số 2A, Phố Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","$ 700-1,400 /tháng",".NET, API, HTML/CSS, REST API, SQL Server, SQL Server",https://www.vietnamworks.com/chuyen-vien-cong-nghe-thong-tin-1843253-jv?source=searchResults&searchType=2&placement=1843453&sortBy=date
Data Analyst/qc Analyst (Chinese Speaking),Data Analyst/qc Analyst Chinese Speaking,N/A,Công Ty TNHH Best Logistics Technology (Việt Nam),1 năm kinh nghiệm,"Tầng 16, tòa IDMC, 18 Tôn Thất Thuyết, Mỹ Đình, Nam Từ Liêm, Hà Nội","$ 1,000-1,500 /tháng","Data Analysis, HSK 5, Power BI, Data Studio, Business analysis",https://www.vietnamworks.com/data-analyst-qc-analyst-chinese-speaking-1836699-jv?source=searchResults&searchType=2&placement=1837199&sortBy=date
Specialist Business Solutions (Temp 6-Month),Specialist Business Solutions Temp 6-Month,N/A,"DKSH Vietnam Co., Ltd.",Không yêu cầu năm kinh nghiệm,"5th Floor, Viettel Complex Tower, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh City, Vietnam",Thương lượng,"C# Coding Skills, ASP.NET, SQL Server, JavaScript, HTML/CSS",https://www.vietnamworks.com/specialist-business-solutions-temp-6-month-1830007-jv?source=searchResults&searchType=2&placement=1830507&sortBy=date
RPA Manager,RPA Manager,N/A,Navigos Search's Client,8 năm kinh nghiệm,Hanoi,"$ 3,500-4,000 /tháng","Cloud Platform, Communication Skills, Problem-solving, RPA, Stakeholder Management",https://www.vietnamworks.com/rpa-manager-1838049-jv?source=searchResults&searchType=2&placement=1838749&sortBy=date
Senior Business Analyst (Có Kinh Nghiệm Về Banking - Finance),Senior Business Analyst Có Kinh Nghiệm Về Banking - Finance,['Senior'],Công Ty Cổ Phần Kinh Doanh F88,3 năm kinh nghiệm,"Tòa nhà N01A, 275 Nguyễn Trãi, Thanh Xuân, Hà Nội",25-40 ₫/tháng,"Tài Chính, Ngân hàng, Phân Tích Nghiệp Vụ Tài Chính, Business Analysis, Microservices",https://www.vietnamworks.com/senior-business-analyst-co-kinh-nghiem-ve-banking-finance--1843419-jv?source=searchResults&searchType=2&placement=1843619&sortBy=date
SAP Consultant (PP/ PM/ QM),SAP Consultant PP/ PM/ QM,N/A,Công Ty Cổ Phần Sữa VitaDairy Việt Nam,3 năm kinh nghiệm,"Trụ sở chính tại HCM: Tầng 5, Số 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, HCM/ VP. Hà Nội: Toà nhà CT1 - The Zen Residence, Khu đô thị C2 - Gamuda Gardens, Phường Trần Phú, Quận Hoàng Mai, Hà Nộ",Thương lượng,"SAP Consulting, SAP PM, SAP PP, SAP QM, SAP S/4HANA",https://www.vietnamworks.com/sap-consultant-pp-pm-qm-1836902-jv?source=searchResults&searchType=2&placement=1837402&sortBy=date
Kỹ Sư Công Nghệ Thông Tin,Kỹ Sư Công Nghệ Thông Tin,N/A,Công Ty TNHH Cảng Container Quốc Tế Hateco Hải Phòng,1 năm kinh nghiệm,"Số 5 Lý Tự Trọng, phường Minh Khai, quận Hồng Bàng, TP. Hải Phòng, Việt Nam",Thương lượng,"Bảo Trì Mạng, CCNA, Hạ Tầng Công Nghệ, Hỗ Trợ Kỹ Thuật, Quản Trị Hạ Tầng CNTT",https://www.vietnamworks.com/ky-su-cong-nghe-thong-tin-1844772-jv?source=searchResults&searchType=2&placement=1845122&sortBy=date
Head of IT Security,Head of IT Security,N/A,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),Không yêu cầu năm kinh nghiệm,"Trụ sở chính: Tầng 6, Tòa nhà Gelex, 52 phố Lê Đại Hành, phường Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",Thương lượng,"Security Information, Security System Management, IT Security, IT Risk Management, Cyber Security",https://www.vietnamworks.com/head-of-it-security--1844114-jv?source=searchResults&searchType=2&placement=1844264&sortBy=date
Chuyên Viên Quản Lý Dự Án,Chuyên Viên Quản Lý Dự Án,N/A,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,2 năm kinh nghiệm,"TT CNTT Tập đoàn Bảo việt, 71 Ngô Sỹ Liên, Đống Đa, Hà Nội",Thương lượng,"Khoa Học Máy Tính, Phân Tích Số Liệu, Quản Lý Dự Án Công Nghệ, Quản Lý Dự Án",https://www.vietnamworks.com/chuyen-vien-quan-ly-du-an-1836956-jv?source=searchResults&searchType=2&placement=1837006&sortBy=date
IT Customer Services Officer,IT Customer Services Officer,N/A,RMIT University Vietnam,2 năm kinh nghiệm,"702 Nguyen Van Linh Boulevard, Tan Phong Ward, Dist.7, Ho Chi Minh City",Từ 15.724tr ₫/tháng,"English Language Proficiency, Interpersonal Skills, IT Service, Windows Operating Systems, General Troubleshooting",https://www.vietnamworks.com/it-customer-services-officer-1843688-jv?source=searchResults&searchType=2&placement=1844188&sortBy=date
[BD] Senior IT Consultant Manager,BD Senior IT Consultant Manager,['Senior'],Bosch Global Software Technologies Company Limited,Không yêu cầu năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,Business analysis,https://www.vietnamworks.com/bd-senior-it-consultant-manager--1839377-jv?source=searchResults&searchType=2&placement=1839927&sortBy=date
IT Service Delivery Manager,IT Service Delivery Manager,N/A,Bosch Global Software Technologies Company Limited,10 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Customer Engagement, English Communication, IT Project Management, Leadership Skills, Team Management",https://www.vietnamworks.com/it-service-delivery-manager-1839211-jv?source=searchResults&searchType=2&placement=1839761&sortBy=date
